Gene to number of 16s copies	STAS	SWHAS104
FJ666073.1.gene1.p1	0	0
FJ755840.1.gene1.p01	0	0
FJ755841.1.gene1.p01	0	0
FJ785625.1.gene1.p01	0	0
FJ785626.1.gene1.p01	0	0
FJ790516.1.gene3.p01	0	0
FJ807656.1.gene1.p01	0	0
FJ815436.1.gene1.p01	0	0
FJ820124.1.gene2.p1	0	0
FJ822963.1.gene1.p01	0	0
FJ825622.1.gene1.p1	0	0
FJ848783.1.gene3.p01	0	0
FJ854362.1.gene2.p01	0	0
FJ872411.1.gene41.p01	0	0
FJ872411.1.gene42.p01	0	0
FJ872411.1.gene43.p01	0	0
FJ872411.1.gene44.p01	0	0
FJ872411.1.gene45.p01	0	0
FJ872530.1.gene1.p01	0	0
FJ873739.1.gene1.p01	0	0
FJ873740.1.gene1.p01	0	0
FJ907381.1.gene1.p01	0	0
FJ919776.1.gene1.p01	0	0
FJ971899.1.gene1.p1	0	0
FM897214.1.orf2.gene.p01	0	0
FN546177.1.gene1.p01	0	0
FN554543.1.gene1.p01	0	0
FN556186.1.gene1.p01	0	0
FN594949.1.gene24.p01	0	0
FN594949.1.gene25.p01	0	0
FN652295.1.gene1.p01	0	0
FN813245.1.gene2.p01	0	0
FR682582.1.gene1.p01	0	0
FR717535.1.gene1.p01	0	0
FR748153.1.gene2.p01	0	0
FR772051.1.gene9.p01	0	0
FR823292.1.gene2.p01	0	0
FR823292.1.gene4.p01	0	0
FR823292.1.gene6.p01	0	0
FR848831.1.gene1.p01	0	0
FR853176.1.gene1.p01	0	0
FR865168.1.gene1.p01	0	0
GQ131574.1.gene1.p01	0	0
GQ140348.1.gene1.p01	0	0
GQ149243.1.gene1.p01	0	0
GQ149244.1.gene1.p01	0	0
GQ149347.1.gene3.p1	0	0
GQ149347.1.gene4.p1	0	0
GQ152600.1.gene1.p01	0	0
GQ152601.1.gene1.p01	0	0
GQ152602.1.gene1.p01	0	0
GQ202693.1.gene2.p01	0	0
GQ202694.1.gene1.p01	0	0
GQ205627.2.gene1.p01	0	0
GQ205627.2.gene3.p01	0	0
GQ242167.1.gene1.p01	0	0
GQ244501.1.gene1.p01	0	0
GQ288397.1.gene1.p01	0	0
GQ351345.1.gene1.p01	0	0
GQ351346.1.gene1.p01	0	0
GQ396303.1.gene1.p01	0	0
GQ402541.1.gene1.p01	0	0
GQ414736.1.gene1.p01	0	0
GQ428198.1.gene1.p01	0	0
GQ853679.1.gene1.p1	0	0
GQ853680.1.gene1.p1	0	0
GQ853681.1.gene1.p1	0	0
GQ870432.1.gene1.p1	0	0
GU015024.1.gene1.p01	0	0
GU045307.1.gene1.p1	0	0
GU127598.1.gene1.p1	0	0
GU169702.1.gene2.p01	0	0
GU186044.1.gene1.p01	0	0
GU186045.1.gene1.p01	0	0
GU206353.1.gene1.p01	0	0
GU207844.1.gene1.p01	0	0
GU208678.1.gene1.p01	0	0
GU371926.1.gene94.p01	0	0
GU550123.1.gene1.p1	0	0
GU565967.1.gene31.p01	0	0
GU827715.1.gene1.p01	0	0
GU831575.1.gene1.p01	0	0
GU932590.1.gene1.p1	0	0
HE614014.2.gene1.p01	0	0
HE616889.1.gene2.p01	0	0
HE819402.1.gene1.p01	0	0
HE819404.1.gene1.p01	0	0
HE963768.1.gene1.p01	0	0
HE963769.1.gene1.p01	0	0
HE963771.1.gene1.p01	0	0
HE981194.1.gene1.p01	0	0
HE993884.1.gene10.p01	0	0
HE993884.1.gene8.p01	0	0
HE999704.1.gene1047.p01	0	0
HE999704.1.gene1125.p01	0	0
HE999704.1.gene1126.p01	0	0
HE999704.1.gene1528.p01	0	0
HE999704.1.gene1529.p01	0	0
HE999704.1.gene1687.p01	0	0
HE999704.1.gene2348.p01	0	0
HE999704.1.gene2394.p01	0	0
HE999704.1.gene2674.p01	0	0
HE999704.1.gene3064.p01	0	0
HE999704.1.gene3083.p01	0	0
HE999704.1.gene3084.p01	0	0
HE999704.1.gene3165.p01	0	0
HE999704.1.gene3170.p01	0	0
HF947514.1.gene1.p01	0	0
HG423149.1.gene1.p01	0	0
HG798963.1.gene1.p01	0	0
HM015773.1.gene6.p01	0	0
HM036080.1.gene1.p01	0	0
HM066995.1.gene1.p01	0	0
HM113558.1.gene1.p01	0	0
HM113559.1.gene1.p01	0	0
HM113560.1.gene1.p01	0	0
HM113561.1.gene1.p01	0	0
HM113562.1.gene1.p01	0	0
HM113563.1.gene1.p01	0	0
HM113564.1.gene1.p01	0	0
HM146927.1.gene1.p01	0	0
HM167760.1.gene1.p01	0	0
HM245379.1.gene1.p01	0	0
HM245380.1.gene1.p01	0	0
HM246246.1.gene1.p1	0	0
HM367709.1.gene1.p01	0	0
HM488986.1.gene1.p1	0	0
HM488987.1.gene1.p1	0	0
HM488988.1.gene1.p1	0	0
HM488989.1.gene1.p1	0	0
HM488990.1.gene1.p1	0	0
HM488991.1.gene1.p1	0	0
HM488992.1.gene1.p1	0	0
HM544039.1.gene1.p1	0	0
HM544040.1.gene1.p1	0	0
HM559945.1.gene1.p01	0	0
HM565917.1.gene1.p01	0	0
HM570035.1.gene1.p01	0	0
HM570036.1.gene1.p01	0	0
HM750249.1.gene1.p01	0	0
HM751100.1.gene1.p01	0	0
HM755448.1.gene1.p01	0	0
HM803271.1.gene1.p01	0	0
HM855205.1.gene1.p01	0	0
HQ111474.1.gene3.p01	0	0
HQ122933.1.gene1.p01	0	0
HQ166709.1.gene1.p01	0	0
HQ285243.1.gene1.p01	0	0
HQ317449.1.gene1.p1	0	0
HQ322612.1.gene1.p01	0	0
HQ322613.1.gene1.p01	0	0
HQ336940.1.gene1.p01	0	0
HQ342889.1.gene1.p01	0	0
HQ398214.1.gene1.p01	0	0
HQ398215.1.gene1.p01	0	0
HQ424460.1.gene1.p01	0	0
HQ425492.1.gene1.p01	0	0
HQ425493.1.gene1.p01	0	0
HQ425494.1.gene1.p01	0	0
HQ425495.1.gene1.p01	0	0
HQ438058.1.gene1.p01	0	0
HQ449669.1.orf1.gene.p01	0	0
HQ451074.1.gene23.p01	0	0
HQ451074.1.gene4.p01	0	0
HQ456945.1.gene1.p01	0	0
HQ529916.1.gene1.p01	0	0
HQ637576.1.gene1.p01	0	0
HQ641421.1.gene1.p01	0	0
HQ650104.1.gene1.p01	0	0
HQ661363.1.gene1.p1	0	0
HQ693810.1.gene2.p01	0	0
HQ700343.1.gene1.p01	0	0
HQ713678.1.gene5.p01	0	0
HQ734811.1.gene1.p01	0	0
HQ734812.1.gene1.p01	0	0
HQ734813.1.gene1.p01	0	0
HQ832678.1.gene1.p01	0	0
HQ833651.1.gene1.p01	0	0
HQ833652.1.gene1.p01	0	0
HQ845196.1.gene1.p01	0	0
HQ858608.1.gene1.p01	0	0
HQ874631.1.gene1.p1	0	0
HQ875573.1.gene1.p01	0	0
HQ877606.1.gene1.p01	0	0
HQ877614.1.gene1.p01	0	0
HQ913565.1.gene1.p01	0	0
HQ998857.1.gene1.p01	0	0
JE0138	0	0
JF268688.1.gene5.p01	0	0
JF273470.1.gene1.p01	0	0
JF273491.1.gene2.p01	0	0
JF274242.1.gene1.p01	0	0
JF274243.1.gene1.p01	0	0
JF274246.1.gene1.p01	0	0
JF274247.1.gene1.p01	0	0
JF460794.1.gene1.p01	0	0
JF460795.1.gene1.p01	0	0
JF460796.1.gene1.p01	0	0
JF703135.1.gene1.p1	0	0
JF780936.1.gene1.p01	0	0
JF795487.1.gene1.p01	0	0
JF795538.1.gene1.p01	0	0
JF800667.1.gene2.p01	0	0
JF802084.2.gene1.p01	0	0
JF802084.2.gene2.p01	0	0
JF802084.2.gene3.p01	0	0
JF802084.2.gene4.p01	0	0
JF802084.2.gene5.p01	0	0
JF812965.1.gene1.p01	0	0
JF816544.1.gene1.p01	0	0
JF894248.1.gene1.p1	0	0
JF896803.1.gene1.p01	0	0
JF900599.1.gene1.p01	0	0
JF949915.1.gene1.p01	0	0
JF949916.1.gene1.p01	0	0
JF966749.1.gene1.p01	0	0
JN051143.1.gene1.p01	0	0
JN104597.1.gene1.p01	0	0
JN118546.1.gene3.p01	0	0
JN129451.1.gene1.p01	0	0
JN205800.1.gene6.p01	0	0
JN211012.1.gene1.p01	0	0
JN215211.1.gene1.p01	0	0
JN227084.1.gene1.p01	0	0
JN227085.1.gene1.p01	0	0
JN248564.1.gene1.p01	0	0
JN254627.1.gene1.p01	0	0
JN416112.1.gene1.p01	0	0
JN596280.1.gene2.p01	0	0
JN596280.1.gene3.p01	0	0
JN596280.1.gene4.p01	0	0
JN596991.2.gene4.p01	0	0
JN603240.1.gene1.p1	0	0
JN638887.1.gene1.p01	0	0
JN645706.1.gene1.p01	0	0
JN645776.1.gene1.p01	0	0
JN790862.1.gene1.p01	0	0
JN790863.1.gene1.p01	0	0
JN790864.1.gene1.p01	0	0
JN848330.1.gene1.p01	0	0
JN848782.1.gene1.p01	0	0
JN861779.1.gene1.p01	0	0
JN861780.1.gene1.p01	0	0
JN861781.1.gene1.p01	0	0
JN861782.1.gene1.p01	0	0
JN861783.1.gene1.p01	0	0
JN935135.1.gene1.p1	0	0
JN935136.1.gene1.p1	0	0
JN935137.1.gene1.p1	0	0
JN967644.1.gene1.p01	0	0
JN969893.2.gene1.p2	0	0
JQ002629.1.gene1.p01	0	0
JQ028729.1.gene1.p01	0	0
JQ029959.1.gene1.p01	0	0
JQ1201	0	0
JQ341060.1.gene1.p01	0	0
JQ348841.1.gene1.p01	0	0
JQ364968.1.gene6.p01	0	0
JQ388884.1.gene1.p1	0	0
JQ396378.1.gene1.p01	0	0
JQ407409.1.gene2.p01	0	0
JQ422052.1.gene1.p01	0	0
JQ422053.1.gene1.p01	0	0
JQ422054.1.gene1.p01	0	0
JQ429324.1.gene1.p01	0	0
JQ664733.1.gene1.p01	0	0
JQ724542.1.gene1.p1	0	0
JQ733571.1.gene2.p01	0	0
JQ733575.1.gene2.p01	0	0
JQ733576.1.gene2.p01	0	0
JQ733577.1.gene2.p01	0	0
JQ734687.1.gene1.p01	0	0
JQ768046.1.gene8.p1	0	0
JQ772478.1.gene1.p1	0	0
JQ808129.1.gene1.p01	0	0
JQ808129.1.gene2.p01	0	0
JQ808129.1.gene4.p01	0	0
JQ820241.1.gene1.p01	0	0
JQ820242.1.gene1.p01	0	0
JQ837239.1.gene1.p01	0	0
JQ838185.1.gene1.p01	0	0
JQ861959.1.gene5.p01	0	0
JQ861959.1.gene7.p01	0	0
JX013655.1.gene1.p01	0	0
JX013656.1.gene1.p01	0	0
JX017364.1.gene1.p01	0	0
JX017365.1.gene1.p01	0	0
JX025021.1.gene1.p01	0	0
JX025022.1.gene1.p01	0	0
JX042489.1.gene1.p01	0	0
JX049132.1.gene1.p01	0	0
JX089628.1.gene1.p01	0	0
JX121114.1.gene1.p01	0	0
JX121115.1.gene1.p01	0	0
JX121116.1.gene1.p01	0	0
JX121117.1.gene1.p01	0	0
JX121118.1.gene1.p01	0	0
JX121119.1.gene1.p01	0	0
JX121120.1.gene1.p01	0	0
JX121121.1.gene1.p01	0	0
JX121122.1.gene1.p01	0	0
JX121124.1.gene1.p01	0	0
JX121125.1.gene1.p01	0	0
JX121126.1.gene1.p01	0	0
JX121127.1.gene1.p01	0	0
JX121128.1.gene1.p01	0	0
JX121129.1.gene1.p01	0	0
JX121131.1.gene1.p01	0	0
JX131372.1.gene1.p01	0	0
JX192924.1.gene1.p01	0	0
JX206446.1.gene1.p01	0	0
JX258134.1.gene1.p01	0	0
JX262694.1.gene1.p01	0	0
JX268631.1.gene1.p01	0	0
JX310327.1.gene1.p01	0	0
JX313020.1.gene1.p1	0	0
JX438000.1.gene1.p01	0	0
JX440354.1.gene2.p01	0	0
JX486113.1.gene1.p01	0	0
JX514368.1.gene1.p01	0	0
JX514369.1.gene1.p01	0	0
JX679208.1.gene1.p1	0	0
JX870080.1.gene1.p01	0	0
JX893517.1.gene1.p01	0	0
JX896165.1.gene1.p01	0	0
JX982635.1.gene1.p01	0	0
JX982636.1.gene1.p01	0	0
K00432.1.gene1.p1	0	0
K00544.gene.p01	0	0
KC107824.1.gene1.p1	0	0
KC149518.1.gene1.p01	0	0
KC243783.1.gene1.p01	0	0
KC292503.1.gene5.p01	0	0
KC433553.1.gene1.p1	0	0
KC465199.1.gene1.p01	0	0
KC465200.1.gene1.p01	0	0
KC539823.1.gene1.p01	0	0
KC567681.1.gene2.p1	0	0
KC601653.1.gene1.p01	0	0
KC603538.1.gene1.p01	0	0
KC771279.1.gene1.p01	0	0
KC783461.1.gene1.p01	0	0
KC818234.1.gene1.p01	0	0
KC865667.1.gene1.p01	0	0
KC895984.1.gene2.p01	0	0
KC900516.1.gene1.p1	0	0
KC964871.1.gene1.p1	0	0
KF057027.1.gene1.p01	0	0
KF057029.1.gene1.p01	0	0
KF057030.1.gene1.p01	0	0
KF057031.1.gene1.p01	0	0
KF057032.1.gene1.p01	0	0
KF057033.1.gene1.p01	0	0
KF057034.1.gene1.p01	0	0
KF148593.1.gene1.p01	0	0
KF151169.1.gene1.p01	0	0
KF179354.1.gene1.p1	0	0
KF203096.1.gene1.p01	0	0
KF203097.1.gene1.p01	0	0
KF203098.1.gene1.p01	0	0
KF203099.1.gene1.p01	0	0
KF203100.1.gene1.p01	0	0
KF203101.1.gene1.p01	0	0
KF203102.1.gene1.p01	0	0
KF203103.1.gene1.p01	0	0
KF203104.1.gene1.p01	0	0
KF203105.1.gene1.p01	0	0
KF203106.1.gene1.p01	0	0
KF203107.1.gene1.p01	0	0
KF203108.1.gene1.p01	0	0
KF203109.1.gene1.p01	0	0
KF240808.1.gene1.p01	0	0
KF240809.1.gene1.p01	0	0
KF297577.1.gene1.p01	0	0
KF297578.1.gene1.p01	0	0
KF297579.1.gene1.p01	0	0
KF297580.1.gene1.p01	0	0
KF297581.1.gene1.p01	0	0
KF297582.1.gene1.p01	0	0
KF297583.1.gene1.p01	0	0
KF297584.1.gene1.p01	0	0
KF297585.1.gene1.p01	0	0
KF305673.1.gene1.p01	0	0
KF421160.1.gene1.p01	0	0
KF421161.1.gene1.p01	0	0
KF421162.1.gene1.p01	0	0
KF421163.1.gene1.p01	0	0
KF460531.1.gene1.p01	0	0
KF478993.1.gene2.p01	0	0
KF478993.1.gene3.p01	0	0
KF478993.1.gene4.p01	0	0
KF478993.1.gene7.p01	0	0
KF478993.1.gene8.p01	0	0
KF481967.1.gene1.p01	0	0
KF513177.1.gene1.p1	0	0
KF513178.1.gene1.p1	0	0
KF513179.1.gene1.p1	0	0
KF513180.1.gene1.p1	0	0
KF515536.1.gene1.p01	0	0
KF526113.1.gene1.p01	0	0
KF526114.1.gene1.p01	0	0
KF526115.1.gene1.p01	0	0
KF526116.1.gene1.p01	0	0
KF526117.1.gene1.p01	0	0
KF526118.1.gene1.p01	0	0
KF663615.1.gene1.p1	0	0
KF705208.1.gene1.p1	0	0
KF705209.1.gene1.p1	0	0
KF823969.1.gene1.p01	0	0
KF823969.1.gene2.p01	0	0
KF823969.1.gene3.p01	0	0
KF823969.1.gene4.p01	0	0
KF823969.1.gene6.p01	0	0
KF885217.1.gene1.p01	0	0
KF900153.1.gene1.p01	0	0
KF944358.1.gene1.p01	0	0
KF958750.1.gene1.p01	0	0
KF986253.1.gene1.p01	0	0
KF986254.1.gene1.p01	0	0
KF986255.1.gene1.p01	0	0
KF986256.1.gene1.p01	0	0
KF986257.1.gene1.p01	0	0
KF986258.1.gene1.p01	0	0
KF986259.1.gene1.p01	0	0
KF986260.1.gene1.p01	0	0
KF986261.1.gene1.p01	0	0
KF986262.1.gene1.p01	0	0
KF986263.1.gene1.p01	0	0
KF992029.1.gene1.p01	0	0
KJ020573.1.gene1.p01	0	0
KJ020574.1.gene1.p01	0	0
KJ135342.1.gene1.p01	0	0
KJ135343.1.gene1.p01	0	0
KJ135344.1.gene1.p01	0	0
KJ135345.1.gene1.p01	0	0
KJ155695.1.gene1.p01	0	0
KJ173478.1.gene1.p01	0	0
KJ188748.1.gene1.p01	0	0
KJ363320.1.gene3.p01	0	0
KJ427797.1.gene1.p01	0	0
KJ461948.1.gene1.p1	0	0
L06156.1.gene1.p01	0	0
L06157.1.gene1.p01	0	0
L06160.1.gene1.p01	0	0
L06161.1.gene1.p01	0	0
L06163.1.gene1.p01	0	0
L06798.gene.p01	0	0
L06940.gene.p01	0	0
L07778.gene.p01	0	0
L07945.1.gene1.p01	0	0
L09246.1.gene1.p01	0	0
L09756.gene.p01	0	0
L12710.gene.p01	0	0
L20800.gene.p01	0	0
L22689.1.gene1.p01	0	0
L29044.1.gene1.p01	0	0
L29045.1.gene1.p01	0	0
L29510.1.gene1.p01	0	0
L42544.gene.p01	0.00613120601036303	0
M11036.gene.p01	0	0
M11587.1.gene1.p1	0	0
M14039.gene.p01	0	0
M14730.gene.p01	0	0
M15332.gene.p01	0	0
M16217.gene.p01	0	0
M20129.gene.p01	0	0
M20305.1.gene1.p1	0	0
M22126.1.gene1.p01	0	0
M22614.1.gene1.p1	0	0
M22999.1.gene2.p01	0	0
M23634.1.gene1.p1	0	0
M26879.gene.p01	0	0
M27459.1.gene1.p01	0	0
M29695.1.gene2.p01	0	0
M29832.gene.p01	0	0
M29953.1.gene1.p1	0	0
M35190.gene.p01	0	0
M36726.gene.p01	0	0
M37699.gene1.p01	0	0
M37839.2.gene1.p01	0	0
M55426.1.gene1.p01	0	0
M55427.1.gene1.p01	0	0
M55620.gene.p01	0	0
M57437.gene.p01	0.00728360422034002	0
M58472.1.gene1.p01	0	0
M58515.1.gene2.p01	0	0
M58516.1.gene2.p01	0	0
M60253.gene.p01	0	0
M63556.1.gene1.p01	0	0
M64090.gene.p01	0	0
M64281.gene.p01	0	0
M80346.gene.p01	0	0.0161142799527554
M85225.gene.p01	0	0
M88012.1.gene2.p01	0	0
M90091.1.gene2.p01	0	0
M93113.gene.p01	0	0
M94066.1.gene1.p01	0	0
M97172.1.gene1.p01	0	0
M98270.1.orf0.gene.p01	0	0
NC_002096.2598307.p01	0	0
NC_002516.2.877851.p01	0	0
NC_002516.2.877852.p01	0	0
NC_002516.2.877855.p01	0	0
NC_002516.2.880183.p01	0	0
NC_002516.2.880212.p01	0	0
NC_002516.2.880346.p01	0	0
NC_002516.2.880362.p01	0	0
NC_002516.2.880417.p01	0	0
NC_002516.2.880450.p01	0	0
NC_002516.2.881070.p01	0	0
NC_002516.2.881071.p01	0	0
NC_002516.2.881078.p01	0	0
NC_002516.2.882884.p01	0	0
NC_002516.2.882885.p01	0	0
NC_002695.1.912329.p01	0	0
NC_002695.1.912474.p01	0	0
NC_002695.1.912777.p01	0	0
NC_002695.1.912781.p01	0	0
NC_002695.1.912965.p01	0	0
NC_002695.1.913113.p01	0	0
NC_002695.1.913273.p01	0	0
NC_002695.1.914619.p01	0	0
NC_002695.1.914620.p01	0	0
NC_002695.1.914736.p01	0	0
NC_002695.1.914737.p01	0	0
NC_002695.1.914983.p01	0	0
NC_002695.1.915390.p01	0	0
NC_002695.1.915420.p01	0	0
NC_002695.1.915650.p01	0	0
NC_002695.1.915653.p01	0	0
NC_002695.1.915747.p01	0	0
NC_002695.1.915750.p01	0	0
NC_002695.1.916015.p01	0	0
NC_002695.1.916248.p01	0	0
NC_002695.1.916584.p01	0	0
NC_002695.1.916585.p01	0	0
NC_002695.1.916586.p01	0	0
NC_002695.1.916587.p01	0	0
NC_002695.1.916588.p01	0	0
NC_002695.1.917702.p01	0	0
NC_002745.1122813.p01	0	0
NC_002745.1122814.p01	0	0
NC_002745.1123457.p01	0	0
NC_002745.1124031.p01	0	0
NC_002745.1124085.p01	0	0
NC_002745.1124086.p01	0.0300106399454611	0
NC_002745.1125051.p01	0	0
NC_002745.3251084.p01	0	0
NC_002758.1119995.p01	0	0
NC_002758.1120003.p01	0	0
NC_002758.1120355.p01	0	0
NC_002758.1121879.p01	0.0138111249575998	0.0153615367715714
NC_002758.1122191.p01	0	0
NC_002758.1122377.p01	0	0
NC_002951.3236764.p01	0	0
NC_002951.3237419.p01	0	0
NC_002951.3237855.p01	0	0
NC_002951.3237948.p01	0	0
NC_002951.3238155.p01	0	0
NC_002951.3238224.p01	0	0
NC_002952.2859165.p01	0	0
NC_002952.2859362.p01	0	0
NC_002952.2859859.p01	0	0
NC_002952.2860313.p01	0	0
NC_002952.2860680.p01	0	0
NC_002952.2861158.p01	0	0
NC_003140.1122765.p01	0	0
NC_003923.1003359.p01	0	0
NC_005011.2598316.p01	0	0
NC_005127.2610354.p01	0	0
NC_006663.1.orf0.gene.p01	0	0
NC_007209.3523503.p01	0	0
NC_007622.3793623.p01	0	0
NC_007622.3794949.p01	0	0
NC_007792.3912746.p01	0	0
NC_007793.3912797.p01	0	0
NC_007793.3913346.p01	0	0
NC_008702.1.4606267.p01	0	0
NC_008702.1.4606278.p01	0	0
NC_008702.1.4607594.p01	0	0.0176170005039053
NC_008702.1.4607681.p01	0	0
NC_008702.1.4608023.p01	0	0
NC_008702.1.4608931.p01	0	0
NC_008702.1.4609191.p01	0	0
NC_009085.4918440.p01	0	0
NC_009085.4918693.p01	0	0
NC_009085.4918695.p01	0	0
NC_009085.4918988.p01	0	0
NC_009085.4919117.p01	0	0
NC_009085.4919118.p01	0	0
NC_009085.4919119.p01	0	0
NC_009487.5169637.p01	0	0
NC_009487.5169896.p01	0	0
NC_009641.5331418.p01	0	0
NC_009838.1.5616789.p01	0	0
NC_009838.1.5616796.p01	0	0
NC_010063.5774822.p01	0	0
NC_010066.5774791.p01	0	0
NC_010079.5775297.p01	0	0
NC_010400.5984123.p01	0	0
NC_010400.5984250.p01	0	0
NC_010400.5984384.p01	0	0
NC_010400.5984386.p01	0	0
NC_010400.5984909.p01	0	0
NC_010400.5984910.p01	0	0
NC_010400.5986590.p01	0	0
NC_010400.5987140.p01	0	0
NC_010410.6000500.p01	0	0
NC_010410.6000672.p01	0	0
NC_010410.6000769.p01	0	0
NC_010410.6001699.p01	0	0
NC_010410.6002639.p01	0	0
NC_010410.6002906.p01	0	0
NC_010410.6003052.p01	0	0
NC_010410.6003262.p01	0	0
NC_010410.6003291.p01	0	0
NC_010410.6003348.p01	0	0
NC_010410.6003655.p01	0	0
NC_010426.6155849.p01	0	0
NC_010558.1.6275948.p01	0	0
NC_010558.1.6275958.p01	0	0
NC_010558.1.6275977.p01	0	0
NC_010558.1.6275994.p01	0	0
NC_010558.1.6276004.p01	0	0
NC_010558.1.6276115.p01	0	0
NC_010686.6295746.p01	0	0
NC_011035.1.6447343.p01	0	0
NC_011035.1.6447745.p01	0	0
NC_011035.1.6447920.p01	0	0
NC_011035.1.6448920.p01	0	0
NC_011035.1.6449630.p01	0	0
NC_011586.7043399.p01	0	0
NC_011586.7043679.p01	0	0
NC_011586.7045179.p01	0	0
NC_011586.7045189.p01	0	0
NC_011586.7045208.p01	0	0
NC_011586.7045443.p01	0	0
NC_011586.7045444.p01	0.00377260407631978	0.00419610976085456
NC_011586.7045445.p01	0	0
NC_011586.7046327.p01	0	0
NC_011586.7046328.p01	0	0
NC_011586.7046389.p01	0	0
NC_011586.7046390.p01	0	0
NC_011586.7046391.p01	0	0
NC_011586.7046576.p01	0	0.0115913423681048
NC_011595.7057907.p01	0	0
NC_011595.7058144.p01	0	0
NC_011595.7058613.p01	0	0
NC_011595.7058890.p01	0	0
NC_011595.7059241.p01	0	0
NC_011595.7059912.p01	0	0
NC_011595.7060378.p01	0	0
NC_011595.7060598.p01	0	0
NC_012469.1.7687230.p01	0	0
NP_040462	0	0
NP_044301	0	0
NP_044444	0	0
NP_266279	0	0
NP_268322	0	0
NP_286651	0	0
NP_287199	0	0
NP_288765	0	0
NP_289632	0	0
NP_290094	0	0
NP_290714	0	0
NP_290715	0	0
NP_337994	0	0
NP_348075	0	0
NP_348076	0	0
NP_357898	0	0
NP_387454	0	0
NP_390536	0	0
NP_455432	0.00615959122337397	0
NP_455648	0	0
NP_455659	0	0
NP_456779	0	0
NP_459470	0	0
NP_459471	0	0
NP_459843	0	0
NP_460125	0	0
NP_460137	0	0
NP_461165	0	0
NP_462120	0	0
NP_462699	0	0
NP_511233	0	0
NP_521874	0	0
NP_536537	0	0
NP_625085	0	0
NP_630197	0	0
NP_630216	0	0
NP_631702	0	0
NP_645462	0	0
NP_671620	0	0
NP_706355	0	0
NP_706356	0	0
NP_706721	0	0
NP_706986	0	0
NP_708081	0	0
NP_708846	0	0
NP_709488	0	0
NP_709856	0	0
NP_709857	0	0
NP_733568	0	0
NP_743067	0	0
NP_744962	0	0
NP_745006	0.0144094408402395	0
NP_745564	0	0
NP_752514	0	0
NP_752857	0	0
NP_753232	0	0
NP_754605	0	0
NP_755652	0	0
NP_756186	0	0
NP_756458	0	0
NP_756491	0	0
NP_756937	0	0
NP_756938	0	0
NP_764009	0	0
NP_765163	0	0
NP_783299	0	0
NP_792892	0	0
NP_815950	0	0
NP_815953	0	0
NP_815955	0	0
NP_815956	0	0
NP_826974	0	0
NP_831165	0	0
NP_831795	0	0
NP_832233	0	0
NP_833174	0	0
NP_836133	0	0
NP_840140	0.014620568178558	0
NP_843860	0	0
NP_862291	0	0
NP_862543	0	0
NP_863005	0	0
NP_863621	0	0
NP_878013	0	0
NP_878015	0	0
NP_878016	0	0
NP_934523	0	0
NP_940280	0	0
NP_940746	0	0
NP_955645	0	0
NP_958729	0	0
NP_977823	0	0
NP_978424	0	0
NP_979752	0	0
O31817	0	0
O35018	0	0
O87866	0	0
P00383	0	0
P00384	0	0
P00484	0	0
P00553	0	0
P00808	0	0
P00809	0	0
P04190	0	0
P05193	0	0
P05364	0	0
P07287	0	0
P07944	0	0
P08457	0	0
P09757	0	0
P0A0H1	0	0
P0A0U8	0	0
P0A3Y6	0	0
P10425	0	0
P10952	0	0
P12055	0	0
P12921	0	0
P13079	0	0
P13249	0	0
P13924	0	0
P13978	0	0
P14171	0	0
P14488	0	0
P14559	0	0
P14677	0	0
P18539	0	0
P18623	0	0
P18644	0	0
P20074	0	0
P20174	0	0
P21598	0	0
P22390	0	0
P23835	0	0
P23895	0	0
P27422	0	0
P28018	0	0
P30896	0	0
P30897	0	0
P30898	0	0
P32714	0	0
P32715	0	0
P33449	0	0
P33733	0	0
P33810	0	0
P37323	0	0
P39386	0	0
P42332	0	0
P42334	0	0
P42670	0	0
P43433	0	0
P45438	0	0
P45439	0	0
P49856	0	0
P49857	0	0
P50870	0	0
P51563	0	0
P51564	0	0
P52393	0	0
P52663	0	0
P52664	0	0
P52700	0	0
P57296	0	0
P58777	0	0
P60865	0	0
P67390	0	0
P67918	0	0
P70882	0	0
P72533	0	0
P74872	0	0
P80298	0	0
P80545	0	0
P94507	0	0
Q00937	0	0
Q00983	0	0
Q01166	0	0
Q02607	0	0
Q02652	0	0
Q03377	0	0
Q03447	0	0
Q03680	0	0
Q04720	0	0
Q06240	0	0
Q06650	0	0
Q06893	0	0
Q07448	0	0
Q08425	0	0
Q0K7S4	0	0
Q0SYP9	0	0
Q0T2M8	0	0
Q0T4A9	0	0
Q0T5W7	0	0
Q1LSL8	0	0
Q2G140	0	0
Q2KX31	0	0
Q2NWE3	0	0
Q32DT3	0	0
Q32ES6	0	0
Q45726	0	0
Q47746	0	0
Q47748	0	0
Q48712	0	0
Q49184	0	0
Q4KC13	0	0
Q51238	0	0
Q52360	0	0
Q53770	0	0
Q54001	0	0
Q54807	0	0
Q55317	0	0
Q56016	0	0
Q56415	0	0
Q57JQ4	0	0
Q57PL1	0	0
Q57QJ1	0	0
Q57QK4	0	0
Q57R58	0	0
Q57TH0	0	0
Q59408	0	0
Q59517	0	0
Q5L3H7	0	0
Q5P6K4	0	0.0162024968138107
Q5PGK9	0	0
Q5PGY0	0	0
Q5WCX5	0	0
Q63CC5	0	0
Q6D159	0	0
Q6HJT7	0	0
Q6HLG8	0	0
Q7CP73	0	0
Q7N0B9	0	0
